r,accuracy
"[0.6467477083206177, 0.9667802453041077]"
"[0.453622043132782, 0.9637159705162048]"
"[0.6290980577468872, 0.9627397656440735]"
"[0.5821604132652283, 0.9625467658042908]"
"[0.6019107103347778, 0.9594767093658447]"
"[0.47877076268196106, 0.9627397656440735]"
"[0.5786357522010803, 0.9626958966255188]"
"[0.5806258916854858, 0.960700273513794]"
"[0.6050216555595398, 0.9623960256576538]"
"[0.7158004641532898, 0.9588146805763245]"
"[0.771298885345459, 0.9597899913787842]"
"[0.6143960952758789, 0.9644808769226074]"
"[0.5338553190231323, 0.959821879863739]"
"[0.6269030570983887, 0.9622242450714111]"
"[0.5884665250778198, 0.9617853164672852]"
"[0.5445114374160767, 0.9594482779502869]"
"[0.5350496768951416, 0.9649298787117004]"
"[0.4945940375328064, 0.9628443121910095]"
"[0.6575170755386353, 0.961024284362793]"
"[0.671622633934021, 0.9621633887290955]"
"[0.8558494448661804, 0.9626684188842773]"
"[0.565986692905426, 0.963796079158783]"
"[0.43944165110588074, 0.9620938301086426]"
"[0.47523459792137146, 0.9615182876586914]"
"[0.6804022789001465, 0.9610787630081177]"
"[0.5753686428070068, 0.9610130190849304]"
"[0.6068320870399475, 0.9633850455284119]"
"[0.6589800715446472, 0.9610569477081299]"
"[0.6822807192802429, 0.9602371454238892]"
"[0.6683216094970703, 0.963266134262085]"
"[0.8251240253448486, 0.9617737531661987]"
"[0.6639756560325623, 0.9603680372238159]"
"[0.4887930750846863, 0.9601381421089172]"
"[0.6137567758560181, 0.9612961411476135]"
"[0.6146352887153625, 0.9634408354759216]"
"[0.520713210105896, 0.9608516693115234]"
"[0.6305779814720154, 0.9623740315437317]"
"[0.48325467109680176, 0.9611127376556396]"
"[0.4980241358280182, 0.9649178981781006]"
"[0.6507741212844849, 0.9628540277481079]"
"[0.46443790197372437, 0.9597401022911072]"
"[0.5602757930755615, 0.9626244306564331]"
"[0.5640507936477661, 0.9612762928009033]"
"[0.5675163269042969, 0.9602635502815247]"
"[0.5573251247406006, 0.9605050683021545]"
"[0.5919205546379089, 0.9634798169136047]"
"[0.8370153307914734, 0.9609997868537903]"
"[0.5779600739479065, 0.9608774185180664]"
"[0.7094526290893555, 0.9624232053756714]"
"[0.5373891592025757, 0.9608235955238342]"
"[0.67071533203125, 0.9637345671653748]"
"[0.8722198009490967, 0.9619899392127991]"
"[0.46033263206481934, 0.9618658423423767]"
"[0.6421639919281006, 0.9604142308235168]"
"[0.6763636469841003, 0.9601670503616333]"
"[0.540574848651886, 0.9604519605636597]"
"[0.561573326587677, 0.9590102434158325]"
"[0.6068500280380249, 0.9639953374862671]"
"[0.5661798119544983, 0.9613511562347412]"
"[0.6160603165626526, 0.9586064219474792]"
"[0.5757672190666199, 0.9616380333900452]"
"[0.674863874912262, 0.958202064037323]"
"[0.5779160857200623, 0.9624509811401367]"
"[0.547554612159729, 0.9615194201469421]"
"[0.4678914546966553, 0.9626588225364685]"
"[0.4948000907897949, 0.9607641100883484]"
"[0.5762057304382324, 0.9612910151481628]"
"[0.49111032485961914, 0.959060788154602]"
"[0.7293776869773865, 0.9630991816520691]"
"[0.5483870506286621, 0.9592458605766296]"
"[0.601128876209259, 0.9648770689964294]"
"[0.5414686799049377, 0.9613714218139648]"
"[0.5131617188453674, 0.9598775506019592]"
"[0.5921077132225037, 0.9577130675315857]"
"[0.48035502433776855, 0.9608315825462341]"
"[0.5664897561073303, 0.9586714506149292]"
"[0.4943418800830841, 0.9590395092964172]"
"[0.629822850227356, 0.9603552222251892]"
"[0.5212411880493164, 0.9607025980949402]"
"[0.6136595010757446, 0.9622455835342407]"
"[0.6796032190322876, 0.9642659425735474]"
"[0.7930576801300049, 0.9621029496192932]"
"[0.5409547686576843, 0.9604387879371643]"
"[0.5924327373504639, 0.9634690880775452]"
"[0.475678026676178, 0.9605385065078735]"
"[0.5095123052597046, 0.9650223851203918]"
"[0.49466732144355774, 0.9621604681015015]"
"[0.8108890652656555, 0.9599881768226624]"
"[0.47988852858543396, 0.9630675911903381]"
"[1.0656331777572632, 0.6552961468696594]"
"[0.6437879800796509, 0.9595015645027161]"
"[0.7060996890068054, 0.959887683391571]"
"[0.7413219213485718, 0.9614861607551575]"
"[0.8315248489379883, 0.9607544541358948]"
"[0.5214541554450989, 0.9617469310760498]"
"[0.6275277137756348, 0.9590063691139221]"
"[0.6983380317687988, 0.9631410241127014]"
"[0.5179249048233032, 0.9643195271492004]"
"[0.6546874642372131, 0.9608480930328369]"
"[0.5097927451133728, 0.9608533382415771]"
"[0.5999187231063843, 0.9612506031990051]"
"[0.6149490475654602, 0.9611403942108154]"
"[0.45879828929901123, 0.9623710513114929]"
"[0.5161867141723633, 0.9635036587715149]"
"[0.532109797000885, 0.9616444706916809]"
"[0.5237942337989807, 0.9627712965011597]"
"[0.5574148893356323, 0.9612089395523071]"
"[0.4820248484611511, 0.9596610069274902]"
"[0.48509925603866577, 0.960625171661377]"
"[0.5231788158416748, 0.9624230861663818]"
"[0.5523204803466797, 0.9627329111099243]"
"[0.5945172309875488, 0.9615513682365417]"
"[0.49483340978622437, 0.9596443176269531]"
"[0.6800745725631714, 0.9619616270065308]"
"[0.6348440051078796, 0.9599169492721558]"
"[0.6047362685203552, 0.9597790837287903]"
"[0.7369663715362549, 0.9595575332641602]"
"[0.8619707822799683, 0.9621341228485107]"
"[0.6152348518371582, 0.9606649875640869]"
"[0.6760954856872559, 0.9607037305831909]"
"[0.8435178399085999, 0.963375985622406]"
"[0.5547653436660767, 0.9602199792861938]"
"[0.6038234233856201, 0.9622605443000793]"
"[0.5036256313323975, 0.9591438174247742]"
"[0.6208154559135437, 0.9619565606117249]"
"[0.7490308284759521, 0.9627310037612915]"
"[0.5266610980033875, 0.9643374681472778]"
"[0.6376527547836304, 0.9620554447174072]"
"[0.5447037816047668, 0.9609572887420654]"
"[0.839326024055481, 0.9595292806625366]"
"[0.4882494807243347, 0.960158109664917]"
"[0.5802424550056458, 0.962437629699707]"
"[0.6961125731468201, 0.9604968428611755]"
"[0.5690782070159912, 0.9632374048233032]"
"[0.537679135799408, 0.9607967138290405]"
"[0.6915019750595093, 0.9633805751800537]"
"[0.5185282230377197, 0.9608252048492432]"
"[0.7109079360961914, 0.9612683057785034]"
"[0.5220344066619873, 0.9623655676841736]"
"[0.583899736404419, 0.9624019861221313]"
"[0.778411865234375, 0.9619200229644775]"
"[0.45162343978881836, 0.9644280672073364]"
"[0.6712335348129272, 0.9598739147186279]"
"[0.7169559597969055, 0.959828794002533]"
"[0.6072630882263184, 0.9606459140777588]"
"[0.6361008882522583, 0.9615384936332703]"
"[0.8215624094009399, 0.9631205201148987]"
"[0.8069663047790527, 0.9622193574905396]"
"[0.703630805015564, 0.9633082747459412]"
"[0.6166614890098572, 0.9616913795471191]"
"[0.7469274997711182, 0.9636310338973999]"
"[0.6927007436752319, 0.9607106447219849]"
"[0.7298136949539185, 0.9628681540489197]"
"[0.6321995258331299, 0.9622476696968079]"
"[0.7738291025161743, 0.9619820713996887]"
"[0.6103626489639282, 0.9609897136688232]"
"[0.6480154991149902, 0.9612473249435425]"
"[0.6653894782066345, 0.9577649831771851]"
"[0.6970140933990479, 0.9597825407981873]"
"[0.5776535868644714, 0.9613341689109802]"
"[0.6874240040779114, 0.9634663462638855]"
"[0.5586872100830078, 0.9640333652496338]"
"[0.5509219765663147, 0.9620697498321533]"
"[0.5096299052238464, 0.9612765312194824]"
"[0.9247226715087891, 0.9606353640556335]"
"[0.5139976143836975, 0.9620040059089661]"
"[0.5973533987998962, 0.9594414830207825]"
"[0.6912821531295776, 0.9621865749359131]"
"[0.5731241703033447, 0.964641273021698]"
"[0.6954065561294556, 0.9640991687774658]"
"[0.6993193626403809, 0.9598057270050049]"
"[0.5233438611030579, 0.9649230241775513]"
"[0.5198084115982056, 0.9611917734146118]"
"[0.5914990305900574, 0.9619318246841431]"
"[0.7089790105819702, 0.9625027775764465]"
"[0.7330707311630249, 0.9587495923042297]"
"[0.588513970375061, 0.962871789932251]"
"[0.643537163734436, 0.9594831466674805]"
"[0.6172339916229248, 0.9624476432800293]"
"[0.4940241873264313, 0.9638003706932068]"
"[0.5609242916107178, 0.961889386177063]"
"[0.6187629699707031, 0.9610256552696228]"
"[0.6757187843322754, 0.961691677570343]"
"[0.6254202127456665, 0.9616267681121826]"
"[0.6212390065193176, 0.9624319076538086]"
"[0.5894513130187988, 0.962840735912323]"
"[0.4785064160823822, 0.958706796169281]"
"[0.6383166313171387, 0.9635804295539856]"
"[0.5694586634635925, 0.9635814428329468]"
"[0.6595136523246765, 0.960450291633606]"
"[0.6894318461418152, 0.9644710421562195]"
"[0.6147334575653076, 0.9636204838752747]"
"[0.4873233139514923, 0.9632635712623596]"
"[0.6170641183853149, 0.9602534770965576]"
"[0.5906864404678345, 0.9617239832878113]"
"[0.6783957481384277, 0.9626753926277161]"
"[0.5671626329421997, 0.9623035788536072]"
"[0.6162488460540771, 0.9624025821685791]"
"[0.5742181539535522, 0.9635451436042786]"
"[0.5086847543716431, 0.961600124835968]"
"[0.6063956022262573, 0.9630578756332397]"
"[0.4448309540748596, 0.9598515033721924]"
"[0.4949644207954407, 0.9624841213226318]"
"[0.7680042386054993, 0.959126353263855]"
"[0.5459012389183044, 0.961505651473999]"
"[0.8092213869094849, 0.9617130160331726]"
"[0.8043758273124695, 0.9597849249839783]"
"[0.7455714344978333, 0.9623082280158997]"
"[0.5296413898468018, 0.9625731110572815]"
"[0.48485302925109863, 0.9601131677627563]"
"[0.5789605379104614, 0.9599478840827942]"
"[0.6213201284408569, 0.9582754969596863]"
"[0.540900707244873, 0.9609526991844177]"
"[0.6861826777458191, 0.9610902667045593]"
"[0.5867782235145569, 0.9640817046165466]"
"[0.6649429798126221, 0.9622222781181335]"
"[0.7120949625968933, 0.96358323097229]"
"[0.5676581859588623, 0.9587182402610779]"
"[0.8699287176132202, 0.9615458846092224]"
"[0.757163405418396, 0.9628492593765259]"
"[0.9918009042739868, 0.9640126824378967]"
"[0.7887069582939148, 0.9580976366996765]"
"[0.6464979648590088, 0.9620227217674255]"
"[0.6747501492500305, 0.9604656100273132]"
"[0.48487406969070435, 0.9628996849060059]"
"[0.5873969793319702, 0.9635598063468933]"
"[0.545632004737854, 0.9619686603546143]"
"[0.47124940156936646, 0.9629293084144592]"
"[0.5159359574317932, 0.9623687267303467]"
"[0.5912238359451294, 0.9600217938423157]"
"[0.8141360878944397, 0.9614022374153137]"
"[0.8329769968986511, 0.9608736038208008]"
"[0.6891168355941772, 0.9593983292579651]"
"[0.6461087465286255, 0.9630816578865051]"
"[0.4463312327861786, 0.9667494893074036]"
"[0.8525873422622681, 0.9573118090629578]"
"[0.6149241924285889, 0.9609766602516174]"
"[0.7288445234298706, 0.9626675248146057]"
"[0.5619038343429565, 0.9595924019813538]"
"[0.8119349479675293, 0.9620638489723206]"
"[0.6664535999298096, 0.9618370532989502]"
"[0.4426359236240387, 0.9631308913230896]"
"[0.5585736036300659, 0.9618179798126221]"
"[0.5392820835113525, 0.9624202251434326]"
"[0.9014050364494324, 0.9611700773239136]"
"[1.0850765705108643, 0.9607778191566467]"
"[0.5956028699874878, 0.9653841853141785]"
"[0.5871546864509583, 0.9627093076705933]"
"[0.6355800032615662, 0.9592246413230896]"
"[0.6321526169776917, 0.9602087140083313]"
"[0.5810225605964661, 0.9598214030265808]"
"[0.6116939187049866, 0.9593806266784668]"
"[0.7864301204681396, 0.9613425731658936]"
"[0.47365066409111023, 0.9608129262924194]"
"[0.7010579109191895, 0.9606447219848633]"
"[0.7756301164627075, 0.9604554176330566]"
"[0.6645026206970215, 0.9591750502586365]"
"[0.6499010324478149, 0.960488498210907]"
"[0.857695460319519, 0.960652232170105]"
"[0.8656222820281982, 0.9604907035827637]"
"[0.6091200113296509, 0.9632902145385742]"
"[0.6906022429466248, 0.9619943499565125]"
"[0.7786912322044373, 0.959067702293396]"
"[0.6196748614311218, 0.9612099528312683]"
"[0.7280875444412231, 0.963296115398407]"
"[0.6682429909706116, 0.960555374622345]"
"[0.7270236015319824, 0.9622809886932373]"
"[0.4959147572517395, 0.9628626108169556]"
"[0.524458110332489, 0.9638671278953552]"
"[0.5234308242797852, 0.9622476696968079]"
"[0.6668382883071899, 0.96147221326828]"
"[0.8135361075401306, 0.9647292494773865]"
"[0.6663773059844971, 0.9610512256622314]"
"[0.6317003965377808, 0.960698664188385]"
"[0.670198917388916, 0.9631147384643555]"
"[0.6165255308151245, 0.9625935554504395]"
"[0.49884864687919617, 0.9599200487136841]"
"[0.520978569984436, 0.9619385004043579]"
"[0.5318488478660583, 0.9626666307449341]"
"[0.5924673080444336, 0.9604060053825378]"
"[0.6506580114364624, 0.960777997970581]"
"[0.48332229256629944, 0.9612942337989807]"
"[0.579951822757721, 0.9574421644210815]"
"[0.7528412342071533, 0.9616085886955261]"
"[0.7531847953796387, 0.9606983065605164]"
"[0.9108911752700806, 0.9602595567703247]"
"[0.6031906604766846, 0.9620482325553894]"
"[0.5839682817459106, 0.9616761803627014]"
"[0.9219595193862915, 0.9600586295127869]"
"[0.6012769937515259, 0.9593772292137146]"
"[0.5263937711715698, 0.963163435459137]"
"[0.5865544080734253, 0.9632086753845215]"
"[0.5029820799827576, 0.9615465998649597]"
"[0.6160172820091248, 0.9648867249488831]"
"[0.8216826915740967, 0.958121657371521]"
"[0.5146892070770264, 0.959637463092804]"
"[0.5966880917549133, 0.961574912071228]"
"[0.7033389806747437, 0.9616477489471436]"
"[0.5125396251678467, 0.9603812098503113]"
"[0.9666732549667358, 0.9586191177368164]"
"[0.5876039266586304, 0.9604669213294983]"
"[0.7211861610412598, 0.9633636474609375]"
"[0.5875319838523865, 0.9640482664108276]"
"[0.5324161648750305, 0.961246132850647]"
"[0.4962468445301056, 0.9636555910110474]"
"[0.62230384349823, 0.9608443379402161]"
"[0.7408722043037415, 0.9592650532722473]"
"[0.6413576006889343, 0.9595109820365906]"
"[0.454837828874588, 0.9626606106758118]"
"[0.7459267377853394, 0.9609026908874512]"
"[0.533244252204895, 0.9598856568336487]"
"[0.7384175658226013, 0.9593960046768188]"
"[0.6582602858543396, 0.9626360535621643]"
"[0.5157820582389832, 0.9640753865242004]"
"[0.6397209763526917, 0.9617926478385925]"
"[0.648787796497345, 0.965877115726471]"
"[0.5593481063842773, 0.9577035903930664]"
"[0.553674578666687, 0.9638306498527527]"
"[0.8726010322570801, 0.9605660438537598]"
"[0.7071691155433655, 0.9627523422241211]"
"[0.5066853165626526, 0.9598049521446228]"
"[0.4415208101272583, 0.9638431072235107]"
"[0.6704361438751221, 0.9575796127319336]"
"[0.6210405826568604, 0.9626691341400146]"
"[0.6494218707084656, 0.9609318375587463]"
"[0.661088228225708, 0.9635564088821411]"
"[0.7032228708267212, 0.9645174145698547]"
"[0.5386536121368408, 0.9627967476844788]"
"[1.0144741535186768, 0.9618992209434509]"
"[0.733492374420166, 0.9618514776229858]"
"[0.7224262356758118, 0.9624067544937134]"
"[0.6275420784950256, 0.9613401889801025]"
"[0.6058949828147888, 0.960418164730072]"
"[0.7684533596038818, 0.9628568291664124]"
"[0.5679986476898193, 0.96192467212677]"
"[0.529141902923584, 0.964560866355896]"
"[0.7114651799201965, 0.959840714931488]"
"[0.5032408237457275, 0.9617756009101868]"
"[0.6752550005912781, 0.9619274735450745]"
"[0.5264797806739807, 0.9572824239730835]"
"[0.7728867530822754, 0.9606178998947144]"
"[0.5411896109580994, 0.9602778553962708]"
"[0.7012031078338623, 0.9597293734550476]"
"[0.6499778032302856, 0.9620406627655029]"
"[0.5572229027748108, 0.961635410785675]"
"[0.45217448472976685, 0.9619971513748169]"
"[0.5503901243209839, 0.9608645439147949]"
"[0.5546761155128479, 0.964553713798523]"
"[0.7118073105812073, 0.9593207240104675]"
"[0.5281263589859009, 0.961201012134552]"
"[0.5262045860290527, 0.9611263871192932]"
"[0.7077199220657349, 0.9608908891677856]"
"[0.5940439701080322, 0.9621713757514954]"
"[0.5556806921958923, 0.9641556739807129]"
"[0.4787420630455017, 0.9605070352554321]"
"[0.9301491379737854, 0.9590573310852051]"
"[0.5864048004150391, 0.9604811072349548]"
"[0.5964234471321106, 0.9627642035484314]"
"[0.7431389093399048, 0.9592393636703491]"
"[0.5416367053985596, 0.9636651277542114]"
"[0.5507471561431885, 0.9612804055213928]"
"[0.9038623571395874, 0.9623687267303467]"
"[0.47697359323501587, 0.9643160700798035]"
"[0.606739342212677, 0.9606643319129944]"
"[0.5747424960136414, 0.9631112813949585]"
"[0.6318708658218384, 0.9595710039138794]"
"[0.7926488518714905, 0.9612020254135132]"
"[0.5385165214538574, 0.9628870487213135]"
"[0.6551541090011597, 0.9616023302078247]"
"[0.5684776306152344, 0.9604275822639465]"
"[0.7277629971504211, 0.9591879844665527]"
"[0.756133496761322, 0.9630283117294312]"
"[0.5284568667411804, 0.960963785648346]"
"[0.5408114194869995, 0.9614834785461426]"
"[0.859742283821106, 0.9602671265602112]"
"[0.7296921014785767, 0.9599758982658386]"
"[0.8096231818199158, 0.9619369506835938]"
"[0.8026058673858643, 0.9617722630500793]"
"[0.5118687152862549, 0.9614782333374023]"
"[0.5928826928138733, 0.9604272842407227]"
"[0.8568145632743835, 0.9610429406166077]"
"[0.509854793548584, 0.9604198932647705]"
"[0.5672428011894226, 0.9616257548332214]"
"[0.5322341322898865, 0.9633979201316833]"
"[0.5934918522834778, 0.9599882960319519]"
"[0.7009694576263428, 0.962296187877655]"
"[0.6477996110916138, 0.9628686308860779]"
"[0.7471480369567871, 0.9616712927818298]"
"[0.4982716143131256, 0.9619209170341492]"
"[0.5279546976089478, 0.9602215886116028]"
"[0.548596978187561, 0.9633731245994568]"
"[0.6657253503799438, 0.9600551128387451]"
"[0.6413086652755737, 0.963294267654419]"
"[0.5946913361549377, 0.9617352485656738]"
"[0.5656924247741699, 0.9597209095954895]"
"[0.7261033058166504, 0.962810754776001]"
"[0.4548083543777466, 0.9595832228660583]"
"[0.7267268300056458, 0.9628065824508667]"
"[0.9170092940330505, 0.9616386294364929]"
"[0.6353245377540588, 0.9600550532341003]"
"[0.5745549201965332, 0.9617437720298767]"
"[0.6984162926673889, 0.9610416889190674]"
"[0.619400680065155, 0.9626209139823914]"
"[0.5557940006256104, 0.9609060287475586]"
"[0.5958371162414551, 0.9628675580024719]"
"[0.47949254512786865, 0.9627410173416138]"
"[0.4712352156639099, 0.9615780711174011]"
"[0.5416220426559448, 0.9597254991531372]"
"[0.6416834592819214, 0.963442862033844]"
"[0.5542048811912537, 0.9616368412971497]"
"[0.5493566393852234, 0.9625054001808167]"
"[0.4381886124610901, 0.964500367641449]"
"[0.5540438890457153, 0.962289571762085]"
"[0.5349977016448975, 0.9640563130378723]"
"[0.5468623638153076, 0.9602473974227905]"
"[0.5702167749404907, 0.9628540277481079]"
"[0.6451131105422974, 0.961081862449646]"
"[0.4672287106513977, 0.9634661078453064]"
"[0.7251560688018799, 0.9635089635848999]"
"[0.7045022249221802, 0.9605178236961365]"
"[0.6681773066520691, 0.9626594185829163]"
"[0.5712300539016724, 0.9611127376556396]"
"[0.4695459306240082, 0.9622598886489868]"
"[0.6719434857368469, 0.9615780711174011]"
"[0.4591277241706848, 0.9645808339118958]"
"[0.7156615853309631, 0.9610279202461243]"
"[0.7635078430175781, 0.960280179977417]"
"[0.7236086130142212, 0.9575960040092468]"
"[0.45501071214675903, 0.9603502154350281]"
"[0.542434573173523, 0.961794912815094]"
"[0.49159806966781616, 0.9594373106956482]"
"[0.5119229555130005, 0.9636843204498291]"
"[0.5292856097221375, 0.9626045823097229]"
"[0.46360281109809875, 0.9604468941688538]"
"[0.6586649417877197, 0.9631080627441406]"
"[0.7757770419120789, 0.9627865552902222]"
"[0.6356568336486816, 0.9629389643669128]"
